Frame Rate:,29.9700000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
25,00:00:00.834,1.055925925925926,0.41040123456790123,0.549537037037037,2.2078395061728395
26,00:00:00.868,1.1817592592592592,0.5642901234567901,0.5720061728395062,2.4089814814814816
27,00:00:00.901,1.0970164609053497,0.47379629629629627,0.5527777777777778,2.264475308641975
28,00:00:00.934,1.0676028806584361,0.3987654320987654,0.5675,2.2365432098765434
29,00:00:00.968,1.1371810699588476,0.5065740740740741,0.5749382716049383,2.3300308641975307
30,00:00:01.001,0.9921399176954733,0.3665432098765432,0.5208333333333334,2.089043209876543
31,00:00:01.034,1.1266666666666667,0.4753395061728395,0.553641975308642,2.3510185185185186
32,00:00:01.068,1.0431995884773664,0.4002469135802469,0.5346604938271605,2.1946913580246914
33,00:00:01.101,1.1363168724279835,0.5191975308641975,0.5597222222222222,2.3300308641975307
34,00:00:01.134,1.091759259259259,0.49712962962962964,0.5516975308641975,2.2264506172839504
35,00:00:01.168,1.1045576131687245,0.4626851851851852,0.5759567901234568,2.275030864197531
36,00:00:01.201,1.300761316872428,0.6523456790123456,0.5949691358024691,2.654969135802469
37,00:00:01.235,1.231471193415638,0.6006172839506173,0.5548456790123457,2.5389506172839504
38,00:00:01.268,1.1615123456790124,0.5405864197530864,0.5994753086419753,2.344475308641975
39,00:00:01.301,1.0872016460905352,0.44688271604938273,0.5635493827160494,2.251172839506173
40,00:00:01.335,1.1776954732510287,0.4705864197530864,0.5946604938271605,2.4678395061728393
41,00:00:01.368,1.1681172839506173,0.5080555555555556,0.5567592592592593,2.439537037037037
42,00:00:01.401,1.0909567901234567,0.4771296296296296,0.5707098765432099,2.2250308641975307
43,00:00:01.435,1.168971193415638,0.5377777777777778,0.6058333333333333,2.3633024691358027
44,00:00:01.468,1.0988683127572016,0.5062345679012346,0.5509259259259259,2.2394444444444446
45,00:00:01.502,1.1029012345679015,0.43996913580246916,0.5696296296296296,2.299104938271605
46,00:00:01.535,1.2687860082304525,0.6403086419753087,0.5753395061728395,2.59070987654321
47,00:00:01.568,1.148971193415638,0.5396913580246914,0.557962962962963,2.3492592592592594
48,00:00:01.602,1.3999794238683128,0.7270987654320987,0.5799691358024691,2.89287037037037
49,00:00:01.635,1.13488683127572,0.49570987654320986,0.5990740740740741,2.3098765432098767
50,00:00:01.668,1.0830041152263374,0.4966358024691358,0.5428703703703703,2.209506172839506
51,00:00:01.702,1.2477777777777777,0.609783950617284,0.5735185185185185,2.5600308641975307
52,00:00:01.735,1.3913991769547327,0.7677777777777778,0.5841975308641976,2.8222222222222224
53,00:00:01.768,1.2351954732510289,0.7137654320987654,0.5450925925925926,2.4467283950617285
54,00:00:01.802,1.1195781893004115,0.4719135802469136,0.5646913580246914,2.3221296296296297
55,00:00:01.835,1.0762654320987655,0.49753086419753084,0.5660493827160494,2.165216049382716
56,00:00:01.869,1.0949794238683128,0.4833950617283951,0.5787654320987654,2.222777777777778
57,00:00:01.902,1.2067489711934156,0.5710185185185185,0.5993827160493828,2.4498456790123457
58,00:00:01.935,1.1771604938271605,0.501141975308642,0.5827777777777777,2.447561728395062
59,00:00:01.969,1.0881790123456792,0.4499691358024691,0.5766975308641975,2.2378703703703704
60,00:00:02.002,1.1697119341563786,0.5184876543209876,0.5979938271604939,2.3926543209876545
61,00:00:02.035,1.0974074074074074,0.4987037037037037,0.5792283950617284,2.21429012345679
62,00:00:02.069,1.1181995884773663,0.49228395061728397,0.582283950617284,2.280030864197531
63,00:00:02.102,1.114835390946502,0.4865432098765432,0.5873148148148148,2.270648148148148
64,00:00:02.135,1.1176131687242796,0.48833333333333334,0.5905246913580247,2.2739814814814814
65,00:00:02.169,1.1629732510288067,0.5570987654320988,0.590462962962963,2.341358024691358
66,00:00:02.202,1.107417695473251,0.4736111111111111,0.5775617283950617,2.2710802469135802
67,00:00:02.236,1.0416460905349794,0.42527777777777775,0.5731481481481482,2.1265123456790125
68,00:00:02.269,1.046244855967078,0.4139506172839506,0.5825308641975309,2.142253086419753
69,00:00:02.302,1.1087654320987654,0.430679012345679,0.5753395061728395,2.3202777777777777
70,00:00:02.336,1.1276646090534979,0.4632098765432099,0.582253086419753,2.337530864197531
71,00:00:02.369,1.0916255144032923,0.4829320987654321,0.5641358024691357,2.2278086419753085
72,00:00:02.402,1.104238683127572,0.42441358024691356,0.6004320987654321,2.28787037037037
73,00:00:02.436,1.1714300411522633,0.5515432098765433,0.5937345679012346,2.369012345679012
74,00:00:02.469,1.087448559670782,0.4903395061728395,0.5792901234567901,2.192716049382716
75,00:00:02.503,1.1197119341563786,0.49919753086419755,0.5969444444444445,2.2629938271604937
76,00:00:02.536,1.09119341563786,0.4498456790123457,0.5904012345679013,2.2333333333333334
77,00:00:02.569,1.1732201646090534,0.5444753086419754,0.5802469135802469,2.3949382716049383
78,00:00:02.603,1.2017489711934155,0.5609876543209876,0.6097530864197531,2.434506172839506
79,00:00:02.636,1.198230452674897,0.5606481481481481,0.5995679012345679,2.4344753086419755
80,00:00:02.669,1.163230452674897,0.5257098765432099,0.6022839506172839,2.3616975308641974
81,00:00:02.703,1.187746913580247,0.5795061728395061,0.5893518518518519,2.3943827160493827
82,00:00:02.736,1.1611934156378603,0.506141975308642,0.6109876543209877,2.3664506172839506
83,00:00:02.769,1.1173868312757202,0.528425925925926,0.5848148148148148,2.2389197530864196
84,00:00:02.803,1.126358024691358,0.5257098765432099,0.5886419753086419,2.2647222222222223
85,00:00:02.836,1.2004732510288065,0.5307098765432099,0.5958641975308642,2.4748456790123456
86,00:00:02.870,1.1530658436213992,0.5289814814814815,0.5930246913580247,2.3371913580246915
87,00:00:02.903,1.0568415637860082,0.41824074074074075,0.5974691358024692,2.1548148148148147
88,00:00:02.936,1.1897633744855967,0.48462962962962963,0.5905555555555555,2.494104938271605
89,00:00:02.970,1.1469547325102882,0.5697530864197531,0.5840123456790124,2.287098765432099
90,00:00:03.003,2.6170884773662553,1.6357716049382716,0.8757098765432099,5.339783950617284
91,00:00:03.036,0.8185288065843621,0.2705864197530864,0.48530864197530865,1.6996913580246913
92,00:00:03.070,1.0147016460905351,0.44145061728395063,0.5726851851851852,2.029969135802469
93,00:00:03.103,1.0850205761316873,0.45651234567901233,0.561141975308642,2.2374074074074075
94,00:00:03.136,1.1178086419753086,0.4883950617283951,0.5608333333333333,2.3041975308641973
95,00:00:03.170,1.0928189300411522,0.5093518518518518,0.5649074074074074,2.2041975308641977
96,00:00:03.203,1.0238168724279835,0.43626543209876545,0.5694135802469136,2.0657716049382717
97,00:00:03.237,1.0316769547325102,0.43135802469135803,0.5777777777777777,2.085895061728395
98,00:00:03.270,0.9951748971193416,0.41194444444444445,0.5687037037037037,2.0048765432098765
99,00:00:03.303,1.0316049382716048,0.43734567901234567,0.5719753086419753,2.085493827160494
100,00:00:03.337,1.033127572016461,0.48641975308641977,0.5835493827160494,2.0294135802469135
101,00:00:03.370,1.0503086419753085,0.4260185185185185,0.5830555555555555,2.1418518518518517
102,00:00:03.403,0.9840123456790124,0.3721604938271605,0.5648456790123457,2.0150308641975307
103,00:00:03.437,1.0794238683127573,0.45351851851851854,0.5795987654320988,2.2051543209876545
104,00:00:03.470,1.1492181069958847,0.5461111111111111,0.6032407407407407,2.2983024691358023
105,00:00:03.504,1.1155246913580248,0.5011728395061729,0.587253086419753,2.2581481481481482
106,00:00:03.537,1.1665637860082305,0.5295679012345679,0.6348148148148148,2.335308641975309
107,00:00:03.570,1.0602057613168723,0.4280555555555556,0.6008024691358025,2.151759259259259
108,00:00:03.604,1.1171810699588478,0.49166666666666664,0.5732716049382716,2.286604938271605
109,00:00:03.637,1.1105349794238684,0.5184876543209876,0.5959567901234568,2.2171604938271603
110,00:00:03.670,1.0327572016460904,0.44012345679012344,0.5658024691358025,2.092345679012346
111,00:00:03.704,1.0490432098765432,0.4646296296296296,0.5834876543209877,2.099012345679012
112,00:00:03.737,1.0367283950617283,0.37512345679012343,0.5957716049382716,2.13929012345679
113,00:00:03.770,1.0682510288065845,0.44200617283950616,0.5935493827160494,2.1691975308641975
114,00:00:03.804,1.1199074074074074,0.4949074074074074,0.5848765432098766,2.279938271604938
115,00:00:03.837,1.1466975308641976,0.5075308641975309,0.5972222222222222,2.3353395061728395
116,00:00:03.871,1.1067489711934158,0.48095679012345677,0.6025,2.23679012345679
117,00:00:03.904,1.174732510288066,0.5274074074074074,0.5987654320987654,2.3980246913580245
118,00:00:03.937,1.197335390946502,0.5482716049382717,0.6233024691358025,2.420432098765432
119,00:00:03.971,1.086471193415638,0.45012345679012344,0.5891975308641976,2.2200925925925925
120,00:00:04.004,1.216985596707819,0.5702777777777778,0.6041358024691358,2.476543209876543
121,00:00:04.037,1.197602880658436,0.5508950617283951,0.5866666666666667,2.455246913580247
122,00:00:04.071,1.2583436213991768,0.6412037037037037,0.6101851851851852,2.523641975308642
123,00:00:04.104,1.1277263374485595,0.5191358024691358,0.5926543209876544,2.2713888888888887
124,00:00:04.137,1.1455555555555557,0.5787345679012346,0.5995679012345679,2.2583641975308644
125,00:00:04.171,1.1229526748971193,0.5271604938271605,0.5978703703703704,2.243827160493827
126,00:00:04.204,1.1039094650205763,0.4832098765432099,0.5942592592592593,2.234259259259259
127,00:00:04.238,1.1094958847736625,0.49191358024691356,0.5951234567901235,2.2414506172839506
128,00:00:04.271,1.088127572016461,0.4799382716049383,0.5988888888888889,2.1855555555555557
129,00:00:04.304,1.0343930041152263,0.44080246913580245,0.5710493827160494,2.0913271604938273
130,00:00:04.338,1.0776543209876543,0.48212962962962963,0.5915432098765432,2.15929012345679
131,00:00:04.371,1.1048971193415638,0.5295679012345679,0.5847839506172839,2.2003395061728397
132,00:00:04.404,1.101954732510288,0.48,0.6004938271604938,2.22537037037037
133,00:00:04.438,1.1056069958847736,0.4840432098765432,0.5908024691358025,2.241975308641975
134,00:00:04.471,1.0746399176954733,0.4845679012345679,0.5780864197530864,2.1612654320987654
135,00:00:04.505,1.0928086419753087,0.4503395061728395,0.5856172839506173,2.242469135802469
136,00:00:04.538,1.222530864197531,0.631820987654321,0.6084567901234568,2.4273148148148147
137,00:00:04.571,1.0990329218106993,0.5411111111111111,0.5856481481481481,2.1703395061728394
138,00:00:04.605,1.1210802469135803,0.5195987654320988,0.5833333333333334,2.2603086419753087
139,00:00:04.638,1.1258847736625512,0.5323148148148148,0.5892592592592593,2.25608024691358
140,00:00:04.671,1.0445576131687242,0.44969135802469135,0.5883024691358024,2.095679012345679
141,00:00:04.705,1.006358024691358,0.3698148148148148,0.5749691358024691,2.07429012345679
142,00:00:04.738,1.0772325102880658,0.5307407407407407,0.5879938271604939,2.112962962962963
143,00:00:04.771,1.162551440329218,0.5871604938271605,0.5852777777777778,2.315216049382716
144,00:00:04.805,1.0943415637860083,0.4833950617283951,0.5843518518518519,2.2152777777777777
145,00:00:04.838,1.0628703703703704,0.4785185185185185,0.5906481481481481,2.1194444444444445
146,00:00:04.872,1.0592901234567902,0.471141975308642,0.5732407407407407,2.1334876543209877
147,00:00:04.905,1.1001954732510288,0.4749382716049383,0.6041358024691358,2.2215123456790122
148,00:00:04.938,1.1057818930041152,0.5322222222222223,0.5871604938271605,2.197962962962963
149,00:00:04.972,1.1082407407407409,0.5382716049382716,0.5929012345679012,2.1935493827160495
150,00:00:05.005,1.1612448559670783,0.5677469135802469,0.6064506172839507,2.309537037037037
151,00:00:05.038,1.1825617283950618,0.6216975308641975,0.5795679012345679,2.34641975308642
152,00:00:05.072,1.1829012345679013,0.5848148148148148,0.5904320987654321,2.373456790123457
153,00:00:05.105,1.109485596707819,0.5086728395061728,0.578179012345679,2.241604938271605
154,00:00:05.138,1.1525617283950618,0.5556481481481481,0.5879629629629629,2.314074074074074
155,00:00:05.172,1.111090534979424,0.5243518518518518,0.5966975308641975,2.212222222222222
156,00:00:05.205,1.0521913580246913,0.4917283950617284,0.5857098765432098,2.079135802469136
157,00:00:05.239,1.0896296296296297,0.5172222222222222,0.5821296296296297,2.169537037037037
158,00:00:05.272,1.2513374485596707,0.519074074074074,0.5942283950617284,2.6407098765432098
159,00:00:05.305,1.216625514403292,0.5175925925925926,0.5748148148148148,2.557469135802469
160,00:00:05.339,1.111985596707819,0.5278395061728395,0.567716049382716,2.2404012345679014
161,00:00:05.372,1.1817695473251029,0.5868827160493827,0.5812654320987655,2.3771604938271604
162,00:00:05.405,1.1555349794238683,0.5161419753086419,0.5781481481481482,2.372314814814815
163,00:00:05.439,1.1885390946502057,0.5191975308641975,0.5897222222222223,2.4566975308641976
164,00:00:05.472,1.192119341563786,0.5030864197530864,0.5866358024691358,2.4866358024691357
165,00:00:05.506,1.1163374485596709,0.49419753086419754,0.5732407407407407,2.281574074074074
166,00:00:05.539,1.1200617283950616,0.48935185185185187,0.5776543209876543,2.293179012345679
167,00:00:05.572,1.1663477366255144,0.585462962962963,0.5867901234567902,2.32679012345679
168,00:00:05.606,1.1049588477366254,0.5094135802469136,0.5863888888888888,2.219074074074074
169,00:00:05.639,1.0349382716049382,0.4026543209876543,0.5829938271604939,2.1191666666666666
170,00:00:05.672,1.0580246913580247,0.42225308641975307,0.5902777777777778,2.1615432098765432
171,00:00:05.706,1.0771502057613167,0.45787037037037037,0.5938888888888889,2.1796913580246913
172,00:00:05.739,1.0258436213991768,0.4196913580246914,0.567037037037037,2.0908024691358023
173,00:00:05.772,1.0944238683127574,0.44722222222222224,0.5990432098765432,2.2370061728395063
174,00:00:05.806,1.0444958847736625,0.45524691358024694,0.5832098765432099,2.095030864197531
175,00:00:05.839,1.0971296296296296,0.5026234567901234,0.5972222222222222,2.191543209876543
176,00:00:05.873,1.047417695473251,0.42191358024691356,0.5751851851851851,2.1451543209876545
177,00:00:05.906,1.045617283950617,0.43429012345679013,0.5945987654320988,2.107962962962963
178,00:00:05.939,1.0151748971193415,0.46882716049382717,0.5658024691358025,2.010895061728395
179,00:00:05.973,1.0729835390946503,0.46530864197530863,0.6077777777777778,2.145864197530864
180,00:00:06.006,2.5320987654320986,1.5095987654320988,0.8657407407407407,5.220956790123457
181,00:00:06.039,0.7405041152263374,0.2412962962962963,0.45296296296296296,1.527253086419753
182,00:00:06.073,1.0337037037037038,0.5003086419753087,0.5704320987654321,2.0303703703703704
183,00:00:06.106,0.9316563786008231,0.38885802469135805,0.5221604938271605,1.8839506172839506
184,00:00:06.139,0.8757407407407407,0.3234567901234568,0.5205246913580247,1.7832407407407407
185,00:00:06.173,0.922201646090535,0.3596913580246914,0.529753086419753,1.8771604938271604
186,00:00:06.206,0.878858024691358,0.324320987654321,0.5269753086419753,1.7852777777777777
187,00:00:06.240,0.9173148148148149,0.36138888888888887,0.5326234567901235,1.8579320987654322
188,00:00:06.273,0.9254115226337448,0.33141975308641974,0.5394444444444444,1.9053703703703704
189,00:00:06.306,0.9628189300411524,0.38805555555555554,0.5542592592592592,1.946141975308642
190,00:00:06.340,0.9645987654320987,0.4062345679012346,0.553858024691358,1.9337037037037037
191,00:00:06.373,1.0062242798353909,0.4275,0.5413580246913581,2.0498148148148148
192,00:00:06.406,0.9968930041152263,0.4078395061728395,0.5530864197530864,2.029753086419753
193,00:00:06.440,0.9708230452674899,0.38830246913580246,0.5590123456790124,1.9651543209876543
194,00:00:06.473,0.9758641975308642,0.41824074074074075,0.5399074074074074,1.9694444444444446
195,00:00:06.507,1.1233950617283952,0.5446913580246914,0.5520987654320988,2.273395061728395
196,00:00:06.540,1.0806893004115226,0.4839506172839506,0.5576234567901235,2.2004938271604937
197,00:00:06.573,0.9999279835390947,0.4025925925925926,0.5697839506172839,2.0274074074074075
198,00:00:06.607,1.0756584362139918,0.4778703703703704,0.5590740740740741,2.190030864197531
199,00:00:06.640,0.9651543209876543,0.3505864197530864,0.5407098765432099,2.004166666666667
200,00:00:06.673,1.0000823045267488,0.42614197530864195,0.5396296296296297,2.034475308641975
201,00:00:06.707,0.9965329218106995,0.399320987654321,0.5495679012345679,2.0407098765432097
202,00:00:06.740,0.9552263374485598,0.36604938271604937,0.5491666666666667,1.950462962962963
203,00:00:06.773,1.0064711934156378,0.36833333333333335,0.555,2.0960802469135804
204,00:00:06.807,1.0373353909465022,0.48061728395061726,0.5670987654320988,2.0642901234567903
205,00:00:06.840,0.965679012345679,0.3925617283950617,0.5375,1.9669753086419752
206,00:00:06.874,1.1385185185185185,0.5426543209876543,0.566604938271605,2.3062962962962965
207,00:00:06.907,1.0947427983539095,0.5058333333333334,0.5724074074074074,2.2059876543209875
208,00:00:06.940,1.0469341563786008,0.4619135802469136,0.5336728395061728,2.145216049382716
209,00:00:06.974,0.9972942386831276,0.3727160493827161,0.5509876543209876,2.068179012345679
210,00:00:07.007,0.9676131687242799,0.3870679012345679,0.5430864197530865,1.9726851851851852
211,00:00:07.040,0.9808127572016462,0.42811728395061727,0.5527777777777778,1.9615432098765433
212,00:00:07.074,0.9767901234567901,0.3941358024691358,0.5537654320987654,1.982469135802469
213,00:00:07.107,1.0794958847736627,0.5141666666666667,0.545,2.179320987654321
214,00:00:07.140,1.0487345679012345,0.44234567901234567,0.5443827160493827,2.159475308641975
215,00:00:07.174,1.0636831275720164,0.4735493827160494,0.5637654320987654,2.1537345679012345
216,00:00:07.207,1.034948559670782,0.4712654320987654,0.5595679012345679,2.0740123456790123
217,00:00:07.241,1.004372427983539,0.42225308641975307,0.5389506172839507,2.0519135802469135
218,00:00:07.274,1.1714711934156379,0.49194444444444446,0.5571296296296296,2.4653395061728394
219,00:00:07.307,1.068508230452675,0.5028703703703704,0.5480555555555555,2.1545987654320986
220,00:00:07.341,1.0620370370370371,0.4472530864197531,0.5554012345679012,2.183456790123457
221,00:00:07.374,1.0650000000000002,0.48271604938271606,0.5320370370370371,2.180246913580247
222,00:00:07.407,1.1061934156378601,0.45512345679012345,0.5528395061728395,2.3106172839506174
223,00:00:07.441,1.0391255144032923,0.44598765432098764,0.5289506172839507,2.1424382716049384
224,00:00:07.474,0.9676954732510289,0.44385802469135804,0.5055555555555555,1.9536728395061729
225,00:00:07.508,1.0720473251028806,0.4943827160493827,0.5387654320987655,2.1829938271604936
226,00:00:07.541,1.0108333333333333,0.4263271604938272,0.5405864197530864,2.065586419753086
227,00:00:07.574,1.034948559670782,0.4102777777777778,0.5280555555555555,2.1665123456790125
228,00:00:07.608,1.0728600823045267,0.5051543209876543,0.5533333333333333,2.1600925925925925
229,00:00:07.641,1.0040637860082304,0.4620061728395062,0.5504938271604938,1.9996913580246913
230,00:00:07.674,1.1330555555555555,0.5535802469135802,0.523641975308642,2.3219444444444446
231,00:00:07.708,1.111934156378601,0.5171913580246914,0.5295061728395062,2.289104938271605
232,00:00:07.741,1.0809156378600824,0.47574074074074074,0.5555246913580247,2.2114814814814814
233,00:00:07.774,1.0783230452674897,0.49271604938271607,0.524537037037037,2.217716049382716
234,00:00:07.808,1.136985596707819,0.5941049382716049,0.5712962962962963,2.2455555555555557
235,00:00:07.841,1.0718930041152264,0.5134876543209876,0.5570061728395062,2.145185185185185
236,00:00:07.875,1.1136522633744856,0.552067901234568,0.5336728395061728,2.255216049382716
237,00:00:07.908,1.067849794238683,0.4679320987654321,0.5447530864197531,2.190864197530864
238,00:00:07.941,1.0984567901234568,0.5554012345679012,0.533641975308642,2.206327160493827
239,00:00:07.975,1.137880658436214,0.5131172839506173,0.5454012345679012,2.3551234567901234
240,00:00:08.008,1.1617798353909465,0.5637654320987654,0.5624691358024692,2.3591049382716047
241,00:00:08.041,1.0702057613168723,0.5024074074074074,0.5325,2.17570987654321
242,00:00:08.075,1.0887139917695474,0.558858024691358,0.5462654320987654,2.1610185185185187
243,00:00:08.108,1.0367181069958848,0.48935185185185187,0.5507716049382716,2.070030864197531
244,00:00:08.141,1.0128292181069958,0.4351851851851852,0.5408641975308642,2.0624382716049383
245,00:00:08.175,1.0980555555555556,0.5361419753086419,0.5143827160493827,2.243641975308642
246,00:00:08.208,1.1660185185185186,0.6120987654320987,0.5405555555555556,2.3454012345679014
247,00:00:08.242,1.0780967078189299,0.4368827160493827,0.5370679012345679,2.2603395061728393
248,00:00:08.275,1.0041975308641975,0.40935185185185186,0.5010493827160494,2.102191358024691
249,00:00:08.308,1.0437448559670781,0.4479012345679012,0.5359259259259259,2.147407407407407
250,00:00:08.342,1.2120987654320985,0.5973765432098765,0.5541975308641975,2.484722222222222
251,00:00:08.375,1.2055041152263375,0.4766666666666667,0.5215740740740741,2.6182716049382715
252,00:00:08.408,1.1836419753086418,0.4785493827160494,0.5374074074074074,2.534969135802469
253,00:00:08.442,1.0867489711934155,0.5248456790123457,0.5293827160493827,2.2060185185185186
254,00:00:08.475,1.034372427983539,0.44959876543209876,0.49104938271604937,2.162469135802469
255,00:00:08.509,1.0980761316872427,0.4174074074074074,0.5394753086419753,2.3373456790123455
256,00:00:08.542,1.0660699588477367,0.4537962962962963,0.5249074074074074,2.2195061728395062
257,00:00:08.575,1.0073868312757202,0.4403395061728395,0.4942283950617284,2.0875925925925927
258,00:00:08.609,0.9986522633744856,0.4224074074074074,0.516358024691358,2.057191358024691
259,00:00:08.642,1.0241152263374484,0.43570987654320986,0.5226234567901235,2.1140123456790123
260,00:00:08.675,1.0112139917695473,0.475,0.49910493827160496,2.059537037037037
261,00:00:08.709,1.1220576131687243,0.515679012345679,0.5181172839506173,2.3323765432098766
262,00:00:08.742,1.0408539094650207,0.4469444444444444,0.5146296296296297,2.1609876543209876
263,00:00:08.775,1.015216049382716,0.42725308641975307,0.5124382716049383,2.105956790123457
264,00:00:08.809,1.016954732510288,0.468858024691358,0.5119135802469136,2.0700925925925926
265,00:00:08.842,1.007716049382716,0.42648148148148146,0.5095061728395062,2.0871604938271604
266,00:00:08.876,1.0522427983539095,0.4389814814814815,0.5211728395061729,2.196574074074074
267,00:00:08.909,0.9682613168724279,0.40033950617283953,0.5131172839506173,1.9913271604938272
268,00:00:08.942,1.104372427983539,0.552037037037037,0.5225,2.23858024691358
269,00:00:08.976,1.1266358024691359,0.5487345679012345,0.5065123456790124,2.3246604938271607
270,00:00:09.009,2.505545267489712,1.6498456790123457,0.7472222222222222,5.119567901234568
271,00:00:09.042,0.7535390946502059,0.2612037037037037,0.4137962962962963,1.5856172839506173
272,00:00:09.076,0.9353497942386831,0.4283641975308642,0.4901234567901235,1.8875617283950616
273,00:00:09.109,0.8489814814814816,0.34367283950617283,0.45330246913580247,1.7499691358024692
274,00:00:09.142,0.8191769547325102,0.34833333333333333,0.441820987654321,1.6673765432098766
275,00:00:09.176,0.8665637860082304,0.38132716049382714,0.48126543209876543,1.7370987654320988
276,00:00:09.209,0.9324074074074075,0.38712962962962966,0.4680864197530864,1.9420061728395062
277,00:00:09.243,0.9042489711934155,0.391820987654321,0.46296296296296297,1.857962962962963
278,00:00:09.276,0.9335905349794239,0.4125617283950617,0.47598765432098766,1.9122222222222223
279,00:00:09.309,0.8583230452674897,0.3203395061728395,0.4608333333333333,1.7937962962962963
280,00:00:09.343,0.9242181069958848,0.4075308641975309,0.48518518518518516,1.8799382716049382
281,00:00:09.376,0.9351028806584362,0.41944444444444445,0.48354938271604936,1.9023148148148148
282,00:00:09.409,0.9775308641975308,0.418858024691358,0.504104938271605,2.0096296296296297
283,00:00:09.443,1.003991769547325,0.4654938271604938,0.5053395061728395,2.041141975308642
284,00:00:09.476,1.0808333333333333,0.5606481481481481,0.4951234567901235,2.1867283950617282
285,00:00:09.510,1.0771296296296298,0.5410185185185186,0.532283950617284,2.1580864197530865
286,00:00:09.543,0.9758847736625514,0.42021604938271606,0.5020370370370371,2.005401234567901
287,00:00:09.576,1.05570987654321,0.49799382716049384,0.4988888888888889,2.170246913580247
288,00:00:09.610,0.945792181069959,0.4112654320987654,0.47617283950617284,1.9499382716049383
289,00:00:09.643,0.9303292181069959,0.3397222222222222,0.4833950617283951,1.9678703703703704
290,00:00:09.676,1.0168930041152264,0.4500925925925926,0.493179012345679,2.1074074074074076
291,00:00:09.710,1.0189609053497943,0.49824074074074076,0.49083333333333334,2.067808641975309
292,00:00:09.743,0.957283950617284,0.399320987654321,0.4815740740740741,1.9909567901234568
293,00:00:09.776,0.9813374485596708,0.38904320987654323,0.48898148148148146,2.065987654320988
294,00:00:09.810,0.9198559670781893,0.36537037037037035,0.4799382716049383,1.9142592592592593
295,00:00:09.843,0.9276131687242799,0.3287037037037037,0.48564814814814816,1.9684876543209877
296,00:00:09.877,0.9716255144032923,0.42756172839506174,0.48138888888888887,2.005925925925926
297,00:00:09.910,1.0091975308641974,0.45611111111111113,0.47759259259259257,2.093888888888889
298,00:00:09.943,0.947119341563786,0.4553395061728395,0.4772222222222222,1.9087962962962963
299,00:00:09.977,0.9560390946502059,0.39055555555555554,0.4886111111111111,1.9889506172839506
300,00:00:10.010,1.0063477366255145,0.43114197530864196,0.5048148148148148,2.0830864197530863
301,00:00:10.043,0.9177263374485597,0.34064814814814814,0.4652469135802469,1.9472839506172839
302,00:00:10.077,1.0525720164609054,0.4442283950617284,0.5162962962962963,2.1971913580246913
303,00:00:10.110,0.9761625514403293,0.41651234567901235,0.46675925925925926,2.045216049382716
304,00:00:10.143,0.9511831275720164,0.34719135802469137,0.478858024691358,2.0275
305,00:00:10.177,1.0839609053497943,0.5014814814814815,0.5009876543209877,2.2494135802469137
306,00:00:10.210,0.97940329218107,0.39959876543209877,0.4417283950617284,2.096882716049383
307,00:00:10.244,1.0399691358024692,0.4764814814814815,0.48746913580246914,2.1559567901234566
308,00:00:10.277,1.0379218106995884,0.47725308641975306,0.4916358024691358,2.1448765432098766
